The following slacks have been normalized to be non-negative by relaxing the required times to the maximum arrival time.

Largest slack in design: --
Smallest slack in design: --
Total slack in design: 0
Total negative slack: 0


Net #	Driver_tnode	to_node	Slack

    0	 9725		    0	--
    1	 9726		    1	--
    2	 9727		    2	--
    3	 9728		    3	--
    4	 9729		    4	--
    5	 9730		    5	--
    6	 9731		    6	--
    7	 9732		    7	--
    8	 9733		    8	--
    9	 9734		    9	--
   10	 9735		   10	--
   11	 9736		   11	--
   12	 9737		   12	--
   13	 9738		   13	--
   14	 9739		   14	--
   15	 9740		   15	--
   16	 9741		   16	--
   17	 9742		   17	--
   18	 9743		   18	--
   19	 9744		   19	--
   20	 9745		   20	--
   21	 9746		   21	--
   22	 9747		   22	--
   23	 9748		   23	--
   24	 9749		   24	--
   25	 9750		   25	--
   26	 9751		   26	--
   27	 9752		   27	--
   28	 9753		   28	--
   29	 9754		   29	--
   30	 9755		   30	--
   31	 9756		   31	--
   32	 9757		   32	--
   33	 9758		   33	--
   34	 5932		   34	--
			12389	--
			14226	--
   35	 5931		   35	--
			13165	--
			14209	--
   36	 5934		   36	--
			12635	--
			14210	--
   37	 5292		   37	--
			 5919	--
			11172	--
   38	 5293		   38	--
			 5901	--
			11166	--
   39	 5298		   39	--
			 5921	--
			11175	--
   40	 5300		   40	--
			 5903	--
			11176	--
   41	 5296		   41	--
			 5924	--
			11169	--
			14555	--
   42	 5295		   42	--
			 5904	--
			 6238	--
			12641	--
			14551	--
   43	 6247		   43	--
			 5290	--
			11417	--
   44	 6248		   44	--
			 5273	--
			 9232	--
			14552	--
   45	 6244		   45	--
			 6724	--
			 9226	--
			14553	--
   46	 6741		   46	--
			 5929	--
			 6229	--
			12885	--
   47	 4423		   47	--
			 5907	--
			 6726	--
			12896	--
   48	 4424		   48	--
			 6729	--
			12895	--
   49	 4426		   49	--
			 6730	--
			12894	--
   50	 4428		   50	--
			 6482	--
			 6733	--
			12637	--
   51	 6498		   51	--
			 6734	--
			12636	--
   52	 6500		   52	--
			 4418	--
			 6736	--
			11170	--
   53	 4420		   53	--
			 6492	--
			 6718	--
			12643	--
   54	 4710		   54	--
			 4946	--
			 5617	--
			10667	--
   55	 4711		   55	--
			 4962	--
			 5633	--
			10661	--
   56	 4708		   56	--
			 4959	--
			10670	--
			13413	--
   57	 4979		   57	--
			 4706	--
			12642	--
			13405	--
   58	 4707		   58	--
			 4964	--
			 5635	--
			10927	--
			13414	--
   59	 4975		   59	--
			10928	--
			12904	--
			13692	--
   60	 4976		   60	--
			10929	--
			13676	--
   61	 5638		   61	--
			 4971	--
			10932	--
			13674	--
   62	 4972		   62	--
			 5625	--
			10933	--
			13673	--
   63	 5639		   63	--
			12634	--
			13424	--
			13688	--
   64	 2951		   64	--
			 5627	--
			10664	--
			13425	--
			13686	--
   65	 2950		   65	--
			 5626	--
			12396	--
			13406	--
   66	   66		 1725	--
			 2940	--
			14215	--
   67	   67		 1713	--
			 2941	--
			14202	--
   68	   68		 1726	--
			 2929	--
   69	   69		 1719	--
			 3590	--
   70	   70		 1707	--
			 3577	--
   71	   71		 1706	--
			 3587	--
   72	   72		 3586	--
   73	   73		 3593	--
			10232	--
   74	   74		 1418	--
			 3595	--
			 8709	--
   75	   75		 1432	--
			 8701	--
   76	   76		 1431	--
			 8719	--
   77	   77		 1421	--
			 2323	--
			 8717	--
   78	   78		 2324	--
			 8720	--
   79	   79		 2005	--
			 2317	--
			 9456	--
   80	   80		 2021	--
			 2320	--
			 9467	--
   81	   81		 2018	--
			 9459	--
   82	   82		 2014	--
			 9455	--
   83	   83		 9464	--
   84	   84		 1143	--
			 3857	--
			 9462	--
   85	   85		 1130	--
			 3847	--
   86	   86		 3855	--
			10007	--
   87	   87		 1140	--
			 3849	--
			 9997	--
   88	   88		 1146	--
			 9995	--
   89	   89		 1134	--
			 2633	--
			 3271	--
			 9229	--
   90	   90		 2636	--
			 3254	--
			 9223	--
   91	   91		  904	--
			 9228	--
   92	   92		 3267	--
			 9227	--
   93	   93		 3274	--
			13162	--
   94	   94		  590	--
			  898	--
			 3275	--
   95	   95		  600	--
			 3276	--
   96	   96		  601	--
   97	   97		14218	--
   98	10490		  294	--
   99	10491		  295	--
  100	10492		  296	--
  101	10493		  297	--
  102	10494		  298	--
  103	10495		  299	--
  104	10496		  300	--
  105	10497		  301	--
  106	10498		  302	--
  107	10499		  303	--
  108	10500		  304	--
  109	10501		  305	--
  110	10502		  306	--
  111	10503		  307	--
